Terminal,Date,CruiseLine,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),ConnectionDuration,SPNote,Nox(MT),SO2(MT),PM2.5(MT),CO2(MT),CO2eq(MT),CarEq
MCT,1/11/2022,Atlantic Cruises,1450,1999,19,3468, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/20/2022,American Cruises,867,1132,11,2010, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/16/2022,Atlantic Cruises,1445,1428,40,2913, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,12/28/2022,American Cruises,4926,4926,3167,13019, No ,0,0:00:00,No connection due to feeder out of service, -   , -   , -   , -   , -   ,
MCT,6/30/2022,Arctic Cruises,1135,841,17,1993, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/2/2022,Arctic Cruises,2261,1444,38,3743, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/5/2022,Arctic Cruises,1710,2267,22,3999, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/10/2022,Atlantic Cruises,1151,1134,15,2300, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/18/2022,Pacific Cruises,960,960,260,2180, No ,0,0:00:00,No connection due to feeder out of service, -   , -   , -   , -   , -   ,
MCT,4/23/2022,American Cruises,1696,1702,27,3425, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/5/2022,Atlantic Cruises,1197,1144,18,2359, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/2/2022,Arctic Cruises,1308,1223,49,2580, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/4/2022,American Cruises,2547,1693,29,4269, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/14/2022,American Cruises,1865,1195,13,3073, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/23/2022,Atlantic Cruises,2532,3142,33,5707, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/5/2022,American Cruises,2437,1861,14,4312, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/4/2022,Pacific Cruises,2835,2835,2801,8471, No ,0,0:00:00,No connection due to feeder out of service, -   , -   , -   , -   , -   ,
MCT,6/9/2022,Arctic Cruises,4338,3142,27,7507, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/14/2022,Pacific Cruises,272,315,13,600, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/19/2022,Pacific Cruises,0,2,108,110, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/24/2022,Arctic Cruises,5529,5529,2528,13586, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/12/2022,Atlantic Cruises,1538,4350,9,5897, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/28/2022,American Cruises,910,2435,13,3358, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/3/2022,Pacific Cruises,1501,5,18,1524, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/10/2022,Arctic Cruises,2167,0,17,2184, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/3/2022,Atlantic Cruises,922,1206,38,2166, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/4/2022,American Cruises,2634,2634,550,5818, Yes ,46393,5:57:22,N/A, 0.116 , 0.019 , 0.006 , 19.643 , 20.033 ,4.60
MCT,2/17/2022,Arctic Cruises,2203,2159,24,4386, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/17/2022,Atlantic Cruises,1911,2193,31,4135, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/8/2022,Pacific Cruises,5,3,135,143, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/1/2022,American Cruises,5300,5300,1458,12058, Yes ,43033,5:52:34,N/A, 0.108 , 0.018 , 0.006 , 18.220 , 18.583 ,4.20
MCT,3/30/2022,Atlantic Cruises,2296,1914,24,4234, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/9/2022,American Cruises,2461,2271,38,4770, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/8/2022,Atlantic Cruises,2906,2469,27,5402, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/16/2022,Pacific Cruises,5754,5754,1457,12965, Yes ,26637,3:45:57,N/A, 0.067 , 0.011 , 0.004 , 11.278 , 11.502 ,2.60
MCT,4/8/2022,American Cruises,2728,2912,16,5656, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/26/2022,Pacific Cruises,388,415,8,811, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/7/2022,Arctic Cruises,2636,2713,28,5377, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/14/2022,Pacific Cruises,3945,4,16,3965, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/22/2022,Arctic Cruises,3286,2638,20,5944, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/27/2022,Arctic Cruises,4278,3943,38,8259, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/1/2022,Atlantic Cruises,4071,3280,26,7377, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/24/2022,American Cruises,4211,4285,43,8539, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,12/9/2022,Pacific Cruises,4037,4037,551,8625, Yes ,58271,6:50:33,N/A, 0.146 , 0.024 , 0.008 , 24.672 , 25.163 ,5.80
MCT,8/28/2022,American Cruises,3744,4075,17,7836, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/19/2022,American Cruises,620,390,14,1024, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/13/2022,Atlantic Cruises,4225,4206,12,8443, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,5/10/2022,Pacific Cruises,55,55,3097,3207, Yes ,58067,7:03:02,N/A, 0.145 , 0.024 , 0.008 , 24.585 , 25.075 ,5.80
MCT,4/8/2022,American Cruises,3595,3747,12,7354, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/24/2022,American Cruises,595,597,18,1210, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/18/2022,Pacific Cruises,4039,4218,30,8287, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/15/2022,American Cruises,3742,3578,22,7342, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/19/2022,Atlantic Cruises,4120,4043,37,8200, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/29/2022,American Cruises,591,595,19,1205, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/18/2022,Pacific Cruises,4194,3753,12,7959, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/8/2022,American Cruises,4249,4124,23,8396, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/20/2022,Pacific Cruises,580,591,17,1188, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,11/13/2022,Arctic Cruises,5183,5183,214,10580, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/30/2022,American Cruises,3762,4186,12,7960, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/21/2022,Atlantic Cruises,4257,4237,21,8515, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,11/27/2022,Arctic Cruises,4617,4617,2478,11712, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,6.40
BCT,7/15/2022,Atlantic Cruises,5242,5242,1090,11574, Yes ,64907,7:21:30,N/A, 0.163 , 0.027 , 0.009 , 27.482 , 28.028 ,6.40
MCT,12/22/2022,American Cruises,4057,3758,12,7827, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/3/2022,Atlantic Cruises,4137,4260,6,8403, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/23/2022,Atlantic Cruises,3603,4047,26,7676, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/16/2022,Atlantic Cruises,4078,4135,7,8220, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/23/2022,Atlantic Cruises,4125,0,17,4142, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/11/2022,Pacific Cruises,4042,4070,12,8124, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/9/2022,Pacific Cruises,3345,3602,15,6962, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/23/2022,Pacific Cruises,5084,5084,1612,11780, Yes ,55951,6:30:16,N/A, 0.140 , 0.023 , 0.008 , 23.690 , 24.161 ,5.50
MCT,7/16/2022,Arctic Cruises,3965,4128,11,8104, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/21/2022,Atlantic Cruises,4380,2,4,4386, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,4/27/2022,Pacific Cruises,1453,1453,2415,5321, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/30/2022,Arctic Cruises,4047,4159,16,8222, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/10/2022,Pacific Cruises,3696,3322,18,7036, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/29/2022,Pacific Cruises,1197,4363,20,5580, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/22/2022,Arctic Cruises,3210,3953,20,7183, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/10/2022,Pacific Cruises,3757,4161,17,7935, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/13/2022,Atlantic Cruises,3667,2889,42,6598, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/26/2022,Pacific Cruises,428,350,19,797, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/7/2022,Atlantic Cruises,3361,3750,13,7124, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/31/2022,Arctic Cruises,582,538,13,1133, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/13/2022,Pacific Cruises,368,387,7,762, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/26/2022,Atlantic Cruises,2752,3201,19,5972, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/20/2022,American Cruises,1053,1180,35,2268, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/2/2022,Pacific Cruises,-35,,,-35, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/12/2022,American Cruises,2868,2888,28,5784, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/1/2022,Arctic Cruises,5588,5588,1079,12255, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/18/2022,American Cruises,274,274,3387,3935, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/20/2022,American Cruises,3416,3363,13,6792, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/1/2022,Atlantic Cruises,338,341,5,684, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/21/2022,Atlantic Cruises,2988,2759,12,5759, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/11/2022,American Cruises,878,854,4,1736, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/21/2022,Arctic Cruises,2456,1017,21,3494, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/10/2022,Arctic Cruises,5162,5162,767,11091, Yes ,38519,4:42:48,N/A, 0.096 , 0.016 , 0.005 , 16.309 , 16.633 ,3.80
MCT,10/6/2022,Pacific Cruises,2970,2870,21,5861, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/17/2022,Atlantic Cruises,1014,1014,468,2496, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/12/2022,Arctic Cruises,4,4,1132,1140, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/15/2022,American Cruises,3414,3621,10,7045, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/13/2022,American Cruises,3096,2973,19,6088, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/27/2022,Atlantic Cruises,0,2467,8,2475, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/17/2022,American Cruises,2,4,10,16, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/20/2022,Arctic Cruises,2,3612,4,3618, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/14/2022,Atlantic Cruises,1905,1490,43,3438, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/18/2022,Atlantic Cruises,5258,5258,2884,13400, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/1/2022,Arctic Cruises,613,611,7,1231, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/8/2022,American Cruises,418,432,0,850, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/31/2022,American Cruises,3542,3098,13,6653, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/10/2022,Atlantic Cruises,0,0,2477,2477, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/25/2022,Arctic Cruises,3562,2942,34,6538, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/18/2022,American Cruises,2188,1931,16,4135, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,9/19/2022,American Cruises,2924,2924,1040,6888, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/8/2022,Atlantic Cruises,2122,2124,12,4258, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/26/2022,Arctic Cruises,3183,3183,799,7165, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/8/2022,Pacific Cruises,235,235,1079,1549, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/13/2022,Pacific Cruises,3410,3553,36,6999, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/10/2022,Atlantic Cruises,3560,3523,18,7101, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,10/18/2022,Arctic Cruises,839,839,913,2591, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/27/2022,American Cruises,1906,2192,8,4106, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/24/2022,Pacific Cruises,2881,2082,39,5002, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/14/2022,Arctic Cruises,343,314,6,663, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/26/2022,Pacific Cruises,2949,3415,30,6394, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/25/2022,Arctic Cruises,349,343,6,698, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/6/2022,Atlantic Cruises,5645,5645,2133,13423, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/20/2022,American Cruises,2107,2861,50,5018, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/10/2022,American Cruises,1712,1870,25,3607, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/11/2022,Arctic Cruises,3334,3552,17,6903, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/3/2022,Atlantic Cruises,379,373,6,758, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/13/2022,Atlantic Cruises,1971,1721,32,3724, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/21/2022,Atlantic Cruises,604,614,4,1222, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,3/9/2022,Atlantic Cruises,4834,4834,1490,11158, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/13/2022,American Cruises,3171,2929,42,6142, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/28/2022,American Cruises,3120,3330,11,6461, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/10/2022,Atlantic Cruises,392,403,13,808, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,1/7/2022,Arctic Cruises,5378,5378,856,11612, Yes ,39519,5:15:26,N/A, 0.099 , 0.017 , 0.006 , 16.732 , 17.065 ,2.80
MCT,6/23/2022,Pacific Cruises,2195,1966,41,4202, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/17/2022,Atlantic Cruises,20,407,1487,1914, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,12/25/2022,Pacific Cruises,185,185,1556,1926, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/23/2022,American Cruises,3083,3174,26,6283, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/8/2022,Pacific Cruises,2686,2686,1296,6668, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/20/2022,Pacific Cruises,2746,3094,36,5876, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/22/2022,Pacific Cruises,1143,2194,20,3357, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,4/12/2022,Arctic Cruises,262,241,38,541, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/2/2022,Pacific Cruises,0,1,131,132, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,6/11/2022,American Cruises,248,7,913,1168, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,7/21/2022,Pacific Cruises,2165,2165,228,4558, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/4/2022,Arctic Cruises,3876,3075,26,6977, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/25/2022,Pacific Cruises,2386,2715,65,5166, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,2/15/2022,Pacific Cruises,12,23,337,372, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/31/2022,Atlantic Cruises,6,9,612,627, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/2/2022,Pacific Cruises,3407,3873,17,7297, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,7/8/2022,Pacific Cruises,1,2418,7,2426, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,3/8/2022,Pacific Cruises,4041,3406,18,7465, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/17/2022,Arctic Cruises,2169,2169,108,4446, Yes ,40149,5:20:48,N/A, 0.101 , 0.017 , 0.006 , 16.999 , 17.337 ,4.00
MCT,1/1/2022,Pacific Cruises,3796,4029,23,7848, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/8/2022,American Cruises,0,3799,18,3817, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,2/5/2022,Pacific Cruises,2365,2365,776,5506, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,10/21/2022,Atlantic Cruises,0,3065,0,3065, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/9/2022,Atlantic Cruises,4311,4,4,4319, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/18/2022,Arctic Cruises,4498,1755,54,6307, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/5/2022,Atlantic Cruises,4651,4290,12,8953, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,6/12/2022,Arctic Cruises,651,651,2225,3527, Yes ,40771,5:33:37,N/A, 0.102 , 0.017 , 0.006 , 17.262 , 17.606 ,4.00
MCT,11/3/2022,American Cruises,2754,1176,26,3956, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/27/2022,American Cruises,4821,4649,14,9484, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/14/2022,Arctic Cruises,4399,4801,25,9225, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,11/25/2023,American Cruises,2200,2747,3,4950, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
BCT,8/22/2023,Pacific Cruises,4542,4542,1665,10749, Yes ,49091,6:30:17,N/A, 0.123 , 0.021 , 0.007 , 20.785 , 21.199 ,4.80
MCT,10/17/2023,American Cruises,3858,4396,30,8284, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,1/27/2023,Atlantic Cruises,2787,2176,19,4982, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,5/7/2023,Pacific Cruises,1536,2782,21,4339, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,12/2/2023,Atlantic Cruises,341,332,1673,2346, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/20/2023,Pacific Cruises,3919,3863,27,7809, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,8/16/2023,Pacific Cruises,1542,1813,29,3384, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
MCT,9/9/2023,Arctic Cruises,4453,3901,26,8380, N/A ,0,0:00:00,N/A, -   , -   , -   , -   , -   ,
